country,points,price
Greece,88,15
Greece,88,12
US,88,15
US,88,30
Portugal,88,13
US,88,26
Italy,87,19
Italy,87,
Italy,87,
South Africa,87,14
US,87,36
US,87,36
Italy,87,50
US,87,10
US,87,18
US,87,25
US,87,15
US,87,12
US,87,18
US,87,18
US,87,17
Spain,87,7
US,87,16
France,87,16
France,87,15
Italy,87,50
South Africa,87,18
US,87,55
Italy,87,
US,87,40
France,87,25
France,87,20
US,87,23
France,87,21
US,87,18
US,87,15
France,86,14
US,86,35
Chile,86,17
Spain,86,19
France,86,11
France,86,12
France,86,12
US,86,12
Italy,86,35
Chile,86,18
Spain,86,11
Spain,86,16
US,86,13
Chile,86,15
US,86,28
Chile,86,18
France,86,9
France,86,13
France,86,11
US,86,12
US,86,15
US,86,32
US,86,40
Italy,86,18
Spain,86,15
Spain,86,12
Chile,86,14
Portugal,86,
US,86,55
Spain,86,13
US,92,28
New Zealand,92,50
US,92,25
Italy,92,42
France,92,49
France,92,65
France,92,50
France,92,60
US,92,28
US,92,27
US,92,42
France,92,80
Italy,92,41
US,92,34
US,92,50
US,92,40
Spain,92,41
Portugal,92,44
Portugal,92,33
US,92,60
US,92,44
US,92,48
Portugal,92,30
US,88,30
New Zealand,88,18
US,88,24
Germany,88,12
US,88,45
France,88,43
Spain,88,21
Italy,88,19
Italy,88,22
US,88,85
US,88,16
US,88,30
France,88,45
Italy,88,15
US,88,17
US,88,30
Spain,88,14
Italy,88,19
South Africa,88,15
US,88,30
Italy,88,18
Italy,88,18
Italy,88,29
France,88,37
New Zealand,88,20
Spain,88,16
Italy,88,24
Italy,88,22
US,88,22
France,88,45
Italy,88,34
Italy,88,
Italy,88,
US,88,25
Italy,88,
Israel,88,24
Italy,88,20
Italy,88,11
Israel,88,50
New Zealand,88,22
Italy,88,29
Israel,88,30
Italy,88,25
Italy,88,30
US,88,22
Chile,88,12
Italy,88,
US,88,15
US,88,50
US,88,44
US,88,11
Italy,91,38
Germany,91,68
Australia,91,20
US,91,25
Italy,91,45
France,91,
France,91,80
France,91,
France,91,26
France,91,
France,91,
Italy,91,58
Spain,91,50
Italy,91,90
US,91,44
France,91,
France,91,19
France,91,13
France,91,45
France,91,23
France,91,
Portugal,91,50
Australia,91,25
Australia,91,95
Australia,91,29
Germany,91,60
Australia,91,29
Italy,89,26
Austria,89,12
US,89,17
US,89,14
US,89,42
Italy,89,15
US,89,25
US,89,50
Greece,89,18
US,89,70
Greece,89,16
Italy,89,25
US,89,13
US,89,15
US,89,30
US,89,20
US,89,35
Greece,89,18
US,89,34
US,89,24
Austria,89,19
Austria,89,19
US,89,36
Italy,89,
Austria,89,13
Italy,89,45
Austria,89,14
Spain,89,20
US,89,19
Italy,89,70
France,90,35
France,90,21
France,90,
France,90,36
Italy,90,29
France,90,38
France,90,20
Italy,90,30
Italy,90,64
US,90,40
Italy,90,42
US,90,15
US,90,75
Australia,90,13
Spain,90,32
US,90,44
Spain,90,30
Australia,90,30
Australia,90,14
France,90,30
Italy,90,32
Italy,90,65
US,90,45
Italy,90,50
Italy,90,45
US,90,36
Australia,90,
Australia,90,15
US,90,35
US,90,35
France,91,75
Italy,91,
US,91,35
US,91,28
Italy,91,26
Italy,91,80
US,91,50
Italy,91,55
France,91,92
US,91,36
US,91,65
Italy,91,
Italy,91,
Italy,91,
US,91,50
Italy,91,
US,91,25
Italy,91,75
Italy,91,60
US,91,30
US,82,19
US,82,13
US,82,10
Chile,82,13
US,81,8
New Zealand,81,15
US,81,15
US,81,11
Argentina,81,10
Argentina,81,10
Australia,81,40
US,81,18
Chile,81,13
Australia,81,8
Argentina,81,13
Hungary,81,20
US,81,45
Spain,86,23
US,86,13
US,86,35
Chile,86,13
US,86,45
US,86,30
US,86,32
Chile,86,15
Chile,86,10
Italy,86,11
Italy,86,16
US,86,55
Italy,86,17
US,86,45
Italy,86,14
US,86,36
Spain,86,10
Austria,86,23
Spain,86,14
US,86,36
US,86,60
Italy,86,
France,86,13
Spain,86,17
Italy,86,15
Italy,86,15
France,86,17
US,86,65
Italy,86,20
Italy,86,20
Spain,90,15
US,90,15
US,90,45
France,90,86
US,90,22
France,90,78
Spain,90,30
US,90,35
US,90,29
Italy,90,23
US,90,23
US,90,20
Italy,90,48
US,90,23
US,90,28
US,90,20
Italy,90,75
US,90,20
Spain,90,32
US,90,16
US,90,24
Chile,90,20
Italy,90,
US,90,60
US,90,27
US,90,17
Spain,90,38
Spain,90,30
US,90,24
Spain,90,30
US,94,48
US,94,68
France,94,44
US,94,95
US,94,105
Italy,94,29
US,93,70
New Zealand,93,46
Spain,93,30
Austria,93,19
US,93,48
US,93,51
France,93,50
France,93,36
US,93,45
Argentina,93,38
US,93,40
US,93,55
US,93,40
US,93,85
US,93,40
France,93,32
US,93,60
Spain,93,44
US,93,125
US,93,94
US,93,34
US,93,80
US,93,100
France,93,25
US,88,46
US,88,29
Portugal,88,16
US,88,13
Chile,88,14
US,88,22
US,88,25
Chile,88,21
New Zealand,88,16
France,88,
France,88,42
France,88,17
Portugal,88,40
US,82,24
Italy,82,
US,81,18
US,81,29
Chile,81,22
Chile,81,10
Chile,81,12
Chile,80,11
Spain,80,13
New Zealand,87,17
Italy,97,
US,97,85
Italy,97,90
Italy,96,90
US,96,44
US,96,44
US,95,85
US,95,38
France,95,115
France,95,95
France,95,
France,95,
Austria,95,70
Italy,95,
Austria,95,
Italy,95,88
France,95,
US,87,20
US,87,25
US,87,32
US,87,17
US,87,12
US,87,38
US,87,18
Italy,87,
Italy,87,50
US,87,18
US,87,50
US,87,14
US,87,38
Austria,87,
US,87,20
Italy,87,85
Italy,87,60
Italy,87,48
US,87,25
US,86,24
US,86,30
US,86,18
US,86,10
Italy,86,36
US,86,15
US,86,25
Italy,86,60
Italy,86,50
Italy,86,
Spain,86,20
France,89,49
France,89,20
France,89,38
France,89,16
France,89,
US,89,25
France,89,34
Austria,89,
US,89,25
Austria,89,20
Israel,89,21
Italy,89,
Italy,89,
Spain,89,16
US,89,29
Italy,89,16
US,89,90
Italy,89,35
Italy,89,50
Italy,89,29
Italy,89,37
Italy,89,21
Italy,89,19
Israel,89,17
US,89,52
US,89,30
US,89,25
Austria,89,20
France,86,18
Spain,86,12
US,86,10
Italy,86,
France,86,14
France,86,18
US,86,12
France,86,12
Italy,86,18
US,86,35
US,86,17
Italy,86,10
Italy,86,12
US,86,35
Italy,86,17
Italy,86,
US,86,30
Italy,86,20
France,86,14
US,86,25
France,86,16
France,86,13
US,86,39
US,86,16
France,86,26
France,86,20
US,86,12
Spain,86,17
US,86,25
France,88,25
US,88,12
US,88,25
Argentina,88,19
Italy,88,25
France,88,59
US,88,19
US,88,58
Italy,88,35
US,88,18
Spain,88,24
US,88,16
Italy,88,29
France,88,68
Italy,88,20
France,88,
US,88,39
France,88,26
South Africa,88,15
France,88,25
France,88,
Italy,88,22
Italy,88,32
US,88,25
US,88,20
Spain,88,24
Italy,88,
US,86,28
US,86,18
US,86,40
US,86,30
US,86,30
US,86,24
France,85,17
US,85,50
France,85,7
France,85,7
France,85,35
US,85,20
US,85,14
US,85,25
US,85,15
US,84,29
US,84,22
US,84,10
France,84,7
US,84,12
US,84,18
US,84,30
US,84,45
France,84,7
US,83,28
US,83,10
Spain,91,50
Italy,91,112
US,91,42
Italy,91,120
Italy,91,100
Italy,91,100
Italy,91,40
Italy,91,86
Australia,91,22
US,91,35
Portugal,91,30
Spain,91,13
Italy,91,60
France,91,22
Spain,91,20
France,91,31
US,91,60
Italy,91,55
Italy,91,75
US,91,60
Italy,91,75
Spain,91,28
Italy,91,122
Italy,91,70
US,91,60
US,90,26
Italy,90,48
US,87,36
US,87,80
US,87,20
US,87,24
Italy,87,300
US,87,45
Italy,87,25
Argentina,87,11
Argentina,87,16
Spain,87,16
France,87,10
Italy,87,29
Italy,87,80
Germany,87,22
Germany,87,30
France,87,13
Spain,87,12
France,87,16
Argentina,87,13
US,87,24
Argentina,87,12
Italy,87,29
Germany,87,11
Spain,87,39
US,89,28
Spain,89,22
US,88,32
Austria,88,14
US,88,39
US,88,28
US,88,45
France,88,54
US,88,42
Italy,88,25
US,88,28
US,88,24
Italy,88,29
Italy,88,32
Italy,88,15
France,88,25
France,88,15
France,88,48
France,88,23
US,88,36
US,88,18
New Zealand,88,22
Italy,88,25
US,88,29
US,88,10
US,88,20
New Zealand,88,17
US,88,30
US,88,20
Italy,85,46
Italy,85,
US,85,30
US,85,29
US,85,40
US,85,24
US,85,14
US,85,24
US,85,18
Chile,85,50
Chile,84,14
Croatia,84,16
US,84,25
US,84,14
US,84,16
Portugal,94,142
Germany,94,34
US,94,86
Spain,93,40
Germany,93,34
US,93,45
Australia,93,69
Australia,93,38
US,93,45
Spain,93,97
Spain,93,68
Portugal,93,55
Portugal,93,25
Germany,93,35
Germany,93,35
US,93,85
US,93,75
US,93,34
US,93,48
US,93,55
Portugal,93,47
Italy,93,
France,93,43
France,93,33
France,93,29
US,93,40
US,93,60
South Africa,93,70
Australia,93,100
Australia,93,122
US,90,29
US,90,24
US,90,35
Austria,90,32
US,90,70
Italy,90,
Austria,90,22
US,90,27
US,90,25
Italy,90,80
US,90,60
US,90,45
US,90,18
Italy,90,42
US,90,39
Austria,90,25
Austria,90,
US,90,22
Italy,90,30
US,90,25
Austria,90,53
Italy,90,28
US,90,32
US,90,28
US,84,13
Argentina,84,10
US,84,29
US,84,12
Argentina,84,10
US,84,21
Argentina,84,12
Argentina,84,9
Italy,84,23
Australia,84,25
Australia,84,11
Australia,84,12
Chile,84,10
US,84,15
Australia,84,16
US,84,23
Argentina,84,13
Argentina,84,20
Argentina,84,16
US,84,14
Italy,84,16
US,84,29
US,84,26
US,84,32
US,84,20
Germany,86,16
Italy,86,14
Spain,86,8
Spain,85,11
Spain,85,13
US,85,13
US,85,12
Portugal,85,7
US,85,48
Chile,85,21
US,85,107
US,85,107
US,85,25
Chile,85,8
France,85,10
Australia,85,20
Chile,85,8
France,85,15
US,85,
Portugal,85,15
US,85,10
US,85,22
Portugal,85,
US,85,32
US,85,
US,85,45
Portugal,85,9
Italy,85,18
Portugal,85,15
Chile,85,11
Chile,86,11
Brazil,86,45
Italy,86,16
US,86,34
Chile,86,13
Portugal,86,11
Australia,86,17
France,86,13
US,86,25
US,86,16
Chile,86,12
Italy,86,23
Portugal,86,
Italy,86,27
US,86,25
Portugal,86,9
Portugal,86,14
France,86,13
Portugal,86,13
Portugal,86,13
Italy,86,10
Germany,86,14
US,86,20
France,88,
US,88,15
Italy,88,15
US,88,20
US,88,23
France,88,54
Italy,88,
Argentina,88,19
US,88,50
Italy,88,
Portugal,88,15
Italy,88,
Italy,88,
US,88,25
US,88,24
Portugal,88,13
Portugal,88,20
Portugal,88,20
US,88,30
US,88,36
Mexico,88,22
France,88,20
Portugal,88,10
Portugal,88,14
Italy,88,18
Italy,88,42
Italy,88,30
US,88,50
US,88,30
France,94,130
France,94,160
France,94,120
France,94,44
France,94,37
France,94,44
France,94,33
Australia,94,65
US,94,105
Spain,94,105
US,94,65
France,94,45
Spain,94,58
US,94,100
France,94,45
France,94,45
US,94,68
US,94,50
US,94,50
US,94,50
Italy,94,80
US,94,72
Australia,94,55
US,94,65
US,94,68
US,94,55
France,94,50
France,94,50
France,94,35
France,94,50
Greece,86,10
Greece,86,25
US,86,15
US,86,30
France,86,13
US,86,34
Italy,86,29
Chile,86,25
Chile,86,12
Greece,86,30
Chile,85,19
US,85,26
Italy,85,14
Italy,85,39
Chile,85,10
France,85,15
Chile,85,15
Chile,85,14
Italy,85,32
US,85,18
US,85,20
US,85,17
US,85,16
US,85,14
France,85,20
Chile,85,20
France,85,30
Italy,85,18
US,85,11
US,85,16
France,84,14
Chile,84,10
Portugal,84,10
France,84,20
Italy,84,20
France,84,
France,84,14
France,84,11
US,84,40
France,84,15
Chile,84,23
Chile,84,18
France,84,13
US,84,12
France,84,13
France,84,13
US,84,29
France,84,13
France,84,20
Spain,84,11
US,84,16
France,84,13
Spain,84,7
Chile,84,22
France,84,16
Portugal,84,9
Chile,84,25
Spain,84,10
France,84,10
Chile,84,12
France,93,
France,93,
France,93,
France,93,
France,93,
France,93,
France,93,
France,93,
France,93,
France,93,
France,93,
France,93,
France,93,
France,93,
France,88,34
US,88,23
Italy,88,30
US,88,13
France,88,20
US,88,38
Spain,88,25
Italy,88,
Italy,88,30
US,88,24
US,88,26
Chile,88,37
US,88,24
Italy,88,50
France,88,13
Spain,88,22
Italy,88,44
US,88,49
Italy,88,15
US,88,22
Italy,88,39
US,88,33
US,88,28
Portugal,88,15
US,88,39
France,88,11
France,88,21
US,88,15
France,88,72
France,88,
US,92,40
US,92,50
US,92,60
France,92,49
US,92,35
France,91,30
US,91,45
Italy,91,40
US,91,28
US,91,40
France,91,29
France,91,36
US,91,49
US,91,95
US,91,38
US,91,60
US,91,20
Australia,91,20
Argentina,91,20
US,91,26
US,91,56
US,91,85
Spain,91,27
Italy,91,52
Argentina,91,120
Argentina,91,40
Italy,91,39
US,91,28
US,89,14
US,89,22
US,89,40
Australia,89,22
Italy,89,39
Argentina,89,37
Italy,89,20
US,89,12
Italy,89,33
France,89,25
US,89,21
US,89,13
US,89,26
Italy,89,14
US,89,36
Argentina,89,19
Portugal,89,30
Israel,89,12
US,89,30
Germany,89,12
Portugal,89,16
US,89,55
Argentina,89,24
Portugal,89,30
Portugal,89,22
Italy,89,45
Italy,89,35
US,89,10
France,89,30
Hungary,89,16
US,87,60
US,87,25
US,87,23
US,87,12
US,87,32
Chile,87,12
US,87,15
US,87,20
US,87,30
US,87,20
France,87,20
Argentina,87,12
US,87,45
US,87,40
US,87,36
US,87,18
US,87,60
Chile,87,9
US,87,37
Chile,87,20
US,87,20
Austria,88,13
Austria,88,13
US,88,30
US,88,20
Italy,88,28
Austria,88,19
Austria,88,13
Austria,88,19
Italy,88,20
Italy,88,
US,88,19
France,88,20
US,88,29
Italy,88,22
US,88,20
Italy,88,18
Italy,88,18
Italy,88,18
Spain,88,20
New Zealand,88,19
US,88,16
US,88,38
US,88,36
US,88,90
Italy,88,18
US,88,34
US,88,30
US,88,14
US,88,16
Italy,88,59
US,81,18
Chile,81,9
US,81,20
US,80,23
Chile,80,7
Chile,80,6
Australia,98,135
US,97,78
US,96,85
US,96,40
Australia,96,135
US,95,75
Italy,95,
Italy,95,
US,95,50
US,95,110
US,95,54
Chile,83,10
US,83,18
Chile,83,9
Chile,83,9
Chile,83,7
Chile,83,9
US,83,19
US,83,28
US,83,28
Georgia,83,14
US,83,20
Chile,83,12
US,83,14
US,83,32
US,83,13
US,83,18
US,83,22
US,83,25
US,82,15
US,82,16
US,82,19
Chile,82,20
Chile,82,11
Chile,82,24
France,92,20
France,92,20
US,92,50
US,92,30
US,92,50
US,92,40
US,92,25
US,92,50
Italy,92,37
Italy,92,
Italy,92,
US,92,36
Argentina,92,65
US,92,18
US,92,40
US,92,55
Italy,92,57
Italy,92,80
US,92,25
France,92,74
US,92,55
Spain,92,50
Italy,92,100
France,92,
France,92,34
US,92,48
France,92,
Spain,92,122
US,92,30
France,89,22
Italy,89,
Spain,89,18
US,89,25
Spain,89,50
Spain,89,8
Italy,89,
Italy,89,
Portugal,89,
Portugal,89,41
France,89,
France,89,
New Zealand,89,70
Portugal,89,25
Australia,89,20
US,90,24
France,90,14
Austria,90,15
US,90,55
US,90,41
Spain,90,57
Italy,90,25
Austria,90,25
US,90,40
US,90,75
Italy,90,50
US,90,54
US,90,39
Austria,90,15
Austria,90,24
US,90,45
US,90,28
Austria,90,20
France,90,24
US,90,30
Spain,90,
France,90,16
France,90,20
US,90,35
Italy,90,58
US,90,32
Spain,90,31
US,90,32
US,90,60
Austria,90,16
US,91,62
US,91,34
US,91,24
France,91,70
US,91,38
US,91,110
US,91,125
US,91,48
US,91,48
Italy,91,20
Italy,91,20
Portugal,91,15
US,91,38
Portugal,91,30
France,91,20
Germany,91,23
US,91,60
Portugal,91,43
Portugal,91,7
Australia,91,22
US,91,40
Portugal,91,19
Portugal,91,35
Portugal,91,19
Portugal,91,
US,91,56
US,91,24
Spain,91,30
France,91,13
US,91,48
US,94,46
Australia,94,109
US,94,50
US,94,50
Portugal,94,90
Spain,94,165
Spain,94,98
US,94,98
Portugal,94,99
US,94,65
US,94,75
Portugal,94,42
Germany,94,40
US,94,30
Portugal,94,45
US,94,27
Italy,94,24
US,93,49
US,93,75
Germany,93,33
US,93,49
US,93,58
US,93,35
US,93,50
Portugal,93,40
Portugal,93,35
Portugal,93,60
Portugal,93,45
Portugal,93,45
France,93,25
US,92,30
France,92,70
Spain,92,77
Argentina,92,40
US,92,20
Italy,92,65
US,92,40
US,92,45
US,92,69
US,92,75
South Africa,92,35
Argentina,92,23
US,92,45
Italy,92,190
US,92,70
US,92,55
US,92,50
US,92,80
US,92,38
Italy,92,59
US,92,70
US,92,45
Israel,92,45
US,92,29
France,92,52
US,92,85
US,92,55
US,92,50
US,92,64
Italy,92,60
US,88,50
Italy,88,13
US,88,20
US,88,55
Chile,88,23
US,88,22
Italy,88,26
US,88,35
Austria,88,
Italy,88,17
Italy,88,30
US,88,56
US,88,24
US,88,29
Italy,88,26
Italy,88,20
US,88,38
US,88,50
US,88,60
US,88,28
Italy,88,18
US,88,20
France,88,25
Italy,88,17
Chile,88,16
US,88,45
US,88,35
Chile,88,18
US,88,18
Italy,88,16
US,92,36
US,92,24
Portugal,92,15
Portugal,92,28
Austria,92,25
US,92,45
Austria,92,17
US,92,17
US,92,20
Austria,92,
Austria,92,34
France,92,60
Portugal,92,93
US,92,42
US,92,24
Portugal,92,
US,92,70
US,92,39
US,92,60
Italy,92,28
Germany,92,62
Portugal,92,
Italy,92,22
Portugal,92,28
Chile,92,22
Chile,92,85
US,92,32
Spain,86,9
US,86,22
France,86,15
France,86,16
France,86,31
US,86,24
Spain,86,12
US,86,22
US,86,35
Germany,86,25
Argentina,86,15
Italy,86,15
Portugal,86,18
France,86,24
US,86,36
Israel,86,40
Italy,86,23
Portugal,86,10
US,86,25
US,86,50
US,86,18
France,86,22
Italy,86,12
Germany,86,20
Italy,86,40
Argentina,86,13
Italy,86,12
Italy,86,12
Italy,86,15
Spain,85,18
US,85,8
France,85,
US,85,59
Spain,85,13
France,85,15
US,85,15
Spain,85,12
France,85,21
US,85,22
US,85,30
US,85,18
US,85,24
Spain,85,10
Spain,85,14
France,85,20
France,85,
US,85,24
Spain,85,14
Spain,85,14
Spain,84,13
US,84,35
France,84,
Spain,84,18
France,84,18
South Africa,84,11
US,84,30
US,84,15
Argentina,84,11
Spain,84,10
US,89,10
Italy,89,52
Portugal,89,15
US,89,36
Spain,89,18
Spain,89,16
Italy,89,24
Italy,89,35
Germany,89,17
Spain,89,15
France,89,30
Germany,89,15
US,89,18
Portugal,89,19
US,89,12
Portugal,89,13
France,89,40
France,89,34
US,89,39
US,89,60
France,89,22
US,89,52
Italy,89,21
US,89,20
Argentina,89,30
US,89,18
Portugal,89,31
US,89,32
US,89,26
US,89,42
South Africa,92,
South Africa,92,
South Africa,92,
South Africa,92,
South Africa,92,
South Africa,92,
South Africa,92,
South Africa,92,
South Africa,92,
South Africa,92,
South Africa,91,
South Africa,91,
South Africa,91,
South Africa,91,
South Africa,91,
South Africa,91,
South Africa,91,
South Africa,91,
South Africa,91,
South Africa,91,
South Africa,91,
South Africa,90,
South Africa,90,
South Africa,90,
South Africa,90,
South Africa,90,
South Africa,90,
South Africa,90,
South Africa,90,
South Africa,90,
France,88,
US,88,17
US,88,50
Austria,88,22
Italy,88,18
France,87,69
France,87,15
US,87,25
Italy,87,25
Italy,87,
Chile,87,20
France,87,12
Chile,87,14
Chile,87,14
US,87,32
Italy,87,19
US,87,18
Italy,87,
Australia,87,15
Italy,87,
US,87,32
US,87,38
Portugal,86,15
Italy,86,16
France,86,
US,86,30
US,86,28
Italy,86,16
US,86,18
US,86,26
Argentina,86,9
Italy,86,18
Italy,86,17
France,86,15
Italy,86,17
New Zealand,86,14
New Zealand,86,18
Italy,86,18
Argentina,86,17
Italy,86,17
US,86,38
US,86,45
US,86,10
Italy,86,
US,86,29
Argentina,86,12
Italy,86,17
Argentina,86,25
France,86,
Italy,86,19
France,86,
Italy,91,50
Portugal,91,20
US,91,22
France,91,36
France,91,39
France,91,
France,91,25
France,91,30
Portugal,91,19
Portugal,91,28
Portugal,91,16
Portugal,91,32
US,91,65
US,91,90
Argentina,91,40
US,91,21
US,91,50
US,91,24
US,91,42
US,91,45
US,91,45
US,91,36
Portugal,91,16
Portugal,91,25
US,91,30
US,91,52
Italy,91,50
US,91,45
US,91,50
US,91,58
Spain,83,11
US,83,8
US,83,15
US,83,27
New Zealand,83,20
Italy,83,8
Italy,83,13
US,83,23
US,83,15
US,82,20
Chile,82,20
US,82,11
US,82,48
US,82,11
US,82,20
US,82,12
Spain,82,9
Spain,82,40
Italy,92,45
France,92,
France,92,29
US,92,95
France,92,52
Austria,92,20
Austria,92,15
US,92,42
Spain,92,125
US,92,140
US,92,32
Italy,92,
US,92,35
US,92,90
Italy,92,70
France,92,38
France,92,17
France,92,48
US,92,60
US,92,38
US,92,38
Austria,92,17
US,92,48
Italy,92,40
Spain,92,59
France,92,23
Austria,92,14
US,92,100
US,92,40
US,92,80
France,92,50
US,92,36
US,92,25
US,92,30
Italy,92,80
US,92,36
France,92,
US,92,25
US,92,49
Argentina,92,40
France,92,70
Spain,92,69
Hungary,92,59
US,92,30
US,92,80
US,92,32
US,92,38
US,92,43
France,92,260
Hungary,92,80
Italy,92,45
Australia,92,19
US,92,25
US,92,24
US,92,28
US,92,50
US,92,60
Austria,86,16
US,86,22
Moldova,86,9
Italy,86,17
Argentina,86,17
Austria,86,11
Austria,86,15
Greece,86,27
Italy,86,11
Spain,86,10
Italy,86,25
Italy,86,25
Italy,86,13
Italy,86,
US,86,14
Austria,86,15
Italy,86,13
Argentina,86,9
Germany,86,24
Greece,86,
Spain,86,72
Italy,86,12
Italy,86,11
Italy,86,15
US,84,20
US,84,22
US,83,39
Portugal,83,10
Portugal,83,7
